member_id	nr_purch	nr_purch_offer	amount_sum	amount_median	amount_std	compl_offers	used_bogo	used_disc	used_info	mean_hrs_compl	nr_NUO	nr_dist_NUO	sum_viewed_NUO	nr_bogo_NUO	nr_disc_NUO	nr_info_NUO	days_reg
328327009f0a4bea89599727905a2d54	4.0	2.0	34.36	5.43	4.9158285161303175	2	0.0	0.0	3.0	42.0	1.0	1.0	1.0	0.0	1.0	0.0	193
328b6cecb5434704bfd6d5ac35881140	2.0	1.0	3.8299999999999996	1.5899999999999999	0.7694370236304807	1	0.0	0.0	2.0	78.0	3.0	3.0	3.0	1.0	1.0	1.0	94
3291ed985095484ea54d148ad372b4c0	7.0	5.0	108.24000000000001	9.865	4.464442729937175	4	3.0	0.0	5.0	42.0							565
329a972654024b8ab295235ee55b5930	13.0	1.0	196.4	14.14	3.335346443390236	1	0.0	1.0	0.0	54.0	2.0	2.0	2.0	1.0	1.0	0.0	1044
329a9b32e7e0475cb2643125919c4d90	19.0	7.0	69.85	3.42	2.8513003086824087	3	1.0	6.0	0.0	51.42857142857143	2.0	2.0	2.0	2.0	0.0	0.0	781
329b390a8e19481ab081d99e4e813835	7.0	3.0	151.66	21.25	8.941573047927786	3	0.0	3.0	0.0	54.0	1.0	1.0	1.0	0.0	1.0	0.0	1038
329baea6cdfe4b42ac0479f38a0e50ad	12.0	1.0	140.97	10.524999999999999	5.690052124701335	1	0.0	1.0	0.0	24.0	1.0	1.0	1.0	1.0	0.0	0.0	534
32a0cf5c6ddd432d954fec79056e90a9	11.0	3.0	74.0	5.28	3.9060161057248366	2	3.0	0.0	0.0	8.0	1.0	1.0	1.0	0.0	1.0	0.0	542
32a0f871e17c4cfdb238a3da76ec0cb8	18.0	2.0	240.24	12.42	4.913591485517463	2	1.0	0.0	2.0	15.0	2.0	1.0	2.0	0.0	2.0	0.0	938
32a45fc1352648bdb09bc156646d1bc1	7.0	1.0	24.29	1.54	3.950940816227615	1	1.0	0.0	0.0	66.0	2.0	2.0	2.0	2.0	0.0	0.0	250
32a64af8eb9d49fa9081dd8069e95375	21.0	17.0	61.7	2.59	2.4712580177869308	4	9.0	8.0	0.0	115.05882352941177							931
32abe62781144404b03c19c1c4696d6e	6.0	2.0	144.62	25.085	6.164455098925344	2	2.0	0.0	0.0	12.0							463
32b75c4b529442d7a23f912a6db8581f	8.0	1.0	93.91	10.11	4.607399134621862	1	0.0	1.0	0.0	6.0	2.0	1.0	2.0	0.0	2.0	0.0	816
32babf07d3914d4996a62d14d3cb6fef	5.0	1.0	26.11	4.62	1.263475365806552	1	0.0	0.0	1.0	24.0	2.0	2.0	2.0	1.0	0.0	1.0	319
32baca2d19234be59eebc422471193e7	8.0	4.0	118.27	16.365	4.7570367051648565	4	2.0	2.0	0.0	31.5							543
32d10ac327d341989541e004215cf8b8	3.0	3.0	70.63	23.88	9.319561863807401	3	2.0	1.0	0.0	40.0	1.0	1.0	1.0	1.0	0.0	0.0	475
32d2e1cc3f46442c8992f359385bd032	13.0	5.0	438.76	10.925	79.42305817097935	4	1.0	2.0	3.0	33.6	1.0	1.0	1.0	0.0	0.0	1.0	460
32d4cf1c3c61452f99bfe9b193cc656a	4.0	2.0	95.08	23.62	8.16804750231045	2	2.0	0.0	0.0	54.0							157
32d6cf84f7f24e5eaa606023cd6c39b2	4.0	1.0	8.040000000000001	1.9250000000000003	1.5612174736403637	1	0.0	0.0	1.0	48.0	4.0	4.0	4.0	3.0	1.0	0.0	202
32dbb66bafd84f1995aa59b2587b3bf3	10.0	5.0	195.98	17.27	6.415618867618732	5	3.0	1.0	2.0	14.4	1.0	1.0	1.0	0.0	0.0	1.0	646
32e149f18abe4a0a8555707ea9e99749	12.0	3.0	24.549999999999997	1.6	1.6393205817340821	1	0.0	3.0	0.0	30.0	1.0	1.0	1.0	1.0	0.0	0.0	257
32e3600cea4544f097e10f9ba784ef74	5.0	4.0	107.6	21.94	5.664322554374882	4	1.0	2.0	1.0	82.5	2.0	2.0	2.0	2.0	0.0	0.0	474
32e5369a5e5542d08ef80e3a3b408015	8.0	3.0	231.13	29.445	8.495046350668135	3	3.0	0.0	0.0	28.0	1.0	1.0	1.0	0.0	1.0	0.0	518
32e59b6fff2f4343936b29dff4703a89	6.0	0.0	7.359999999999999	1.085	0.6215679099395871	0	0.0	0.0	0.0		3.0	2.0	3.0	0.0	3.0	0.0	98
32eb794b02e2405abcfd9a8a71eccb8d	11.0	1.0	79.87	1.01	16.553947433800367	1	0.0	0.0	3.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1088
32ecc5fca98e4005aca1a2976ea3df32	4.0	1.0	116.77000000000001	29.355	3.3396544232400274	1	1.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	199
32f08cbbcf93435d9c32b29833e47d55	3.0	0.0	55.03	20.18	3.3558953102463334	0	0.0	0.0	0.0		3.0	2.0	3.0	3.0	0.0	0.0	210
32f0edf2e8c24882a2a7f4de13c55b44	12.0	1.0	23.470000000000002	2.0300000000000002	1.1973718062591263	1	0.0	0.0	1.0	48.0	5.0	4.0	5.0	2.0	3.0	0.0	462
32f515e5caa64ab2a32827c89cd94c54	5.0	0.0	15.870000000000001	2.98	1.4889190710041968	0	0.0	0.0	0.0		4.0	2.0	4.0	1.0	3.0	0.0	221
32f7528448984127931687e9119688d5	2.0	1.0	2.65	1.325	1.039446968344225	1	0.0	0.0	1.0	54.0	4.0	3.0	4.0	3.0	0.0	1.0	467
32fb5f395ecc4929a84f7662c456ff72	15.0	4.0	149.75	9.21	4.354269934979532	3	4.0	0.0	0.0	63.0	1.0	1.0	1.0	1.0	0.0	0.0	365
32fbf97e89274e8a935903f2ad095e1f	12.0	5.0	104.78999999999999	8.629999999999999	3.258957237020344	3	2.0	3.0	0.0	70.8	1.0	1.0	1.0	0.0	0.0	1.0	227
32fde4e7af274009a288b2268f994af6	8.0	1.0	6.1	0.445	1.03650167114468	1	0.0	0.0	1.0	6.0	1.0	1.0	1.0	0.0	1.0	0.0	834
32fedc747de04e508c6a538f78b130f0	6.0	2.0	29.57	2.965	4.922752956087342	2	0.0	1.0	1.0	72.0							204
33019dc9074843f5be84c2bba9c2438a	4.0	2.0	77.27	20.04	6.689545948717297	2	1.0	1.0	0.0	105.0	3.0	3.0	3.0	1.0	0.0	2.0	317
330392fa98824cdebfcbdb514aa786dd	7.0	1.0	15.299999999999999	1.64	1.1842508180280054	1	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	190
330cfed337f84788b32ebd5d4702a7b3	12.0	4.0	203.74	15.61	7.338393226825279	4	3.0	1.0	0.0	42.0	1.0	1.0	1.0	0.0	0.0	1.0	98
3313c400a5d5467e81e4ce274a0e35a4	7.0	3.0	131.08	15.81	10.576845555493469	3	1.0	2.0	0.0	74.0	1.0	1.0	1.0	0.0	1.0	0.0	1070
33152c020d074dfbb0e44ab32bcd26a3	16.0	8.0	26.5	1.4100000000000001	1.0459883683228348	2	0.0	8.0	0.0	75.75	2.0	2.0	2.0	2.0	0.0	0.0	384
3318abd380904f28a05d90a5514a2375	23.0	12.0	109.7	3.64	3.0436833497151663	5	0.0	11.0	3.0	56.0							1199
33197221621d45a586260daa593cde36	7.0	2.0	167.76	24.02	3.884567145096337	2	0.0	2.0	0.0	93.0	2.0	2.0	2.0	1.0	0.0	1.0	706
331bb33911fb4351a37f10624a9f8c47	7.0	2.0	151.4	17.82	8.041315042892402	2	1.0	1.0	0.0	57.0	2.0	2.0	2.0	1.0	1.0	0.0	1040
331c92564c2d4a2f8ca31bbc61305153	8.0	2.0	27.29	2.77	1.632914572168428	2	0.0	0.0	4.0	33.0	2.0	2.0	2.0	1.0	1.0	0.0	777
331cf431a99b4f9c9b4e63fcb3779fd9	6.0	2.0	137.5	16.380000000000003	4.171165476047603	2	0.0	1.0	3.0	36.0	2.0	2.0	2.0	0.0	1.0	1.0	720
331f88bc7b5042ec9a4c90bb8e516cb5	11.0	0.0	27.37	1.6400000000000001	1.6291274853848499	0	0.0	0.0	0.0		3.0	3.0	3.0	0.0	2.0	1.0	361
33207f5c13f34087b2e5c9b1cdc83ee6	11.0	0.0	43.730000000000004	3.18	2.321453698165715	0	0.0	0.0	0.0		1.0	1.0	1.0	1.0	0.0	0.0	684
332451cecb364d3b90c53a5e683c6234	7.0	1.0	169.73	24.33	4.278250087304833	1	0.0	1.0	0.0	36.0	2.0	2.0	2.0	1.0	1.0	0.0	962
3325f77da8814ce3b51cfdaded50c1c2	12.0	8.0	197.79	16.939999999999998	5.46460033471633	4	5.0	3.0	0.0	108.0							412
332aa1f51a7643199d9d60f885230511	6.0	0.0	26.72	4.04	2.451225543818167	0	0.0	0.0	0.0		4.0	2.0	4.0	2.0	2.0	0.0	134
332ff81fccdc4ac4a719f16ce9d5f683	10.0	3.0	183.6	16.67	3.9128211166508864	3	1.0	1.0	2.0	26.0	2.0	1.0	2.0	0.0	2.0	0.0	69
3332985e282b4de49efb1becced8d9cb	15.0	5.0	57.629999999999995	2.85	2.4344820511030387	2	0.0	4.0	1.0	76.8	1.0	1.0	1.0	1.0	0.0	0.0	1163
3335d2b1136d4359b9b394728f6d1a27	7.0	4.0	137.03	3.45	28.335790005540613	2	3.0	0.0	1.0	76.5							260
33363cabd4a94bb181a90dd22b572f65	10.0	4.0	228.95	22.060000000000002	7.294064938930371	3	1.0	2.0	1.0	13.5	1.0	1.0	1.0	1.0	0.0	0.0	720
333886b0d27746cf89aae5b203b66ba4	11.0	5.0	27.7	2.3	1.1769439110242126	2	0.0	4.0	2.0	75.6	3.0	3.0	3.0	3.0	0.0	0.0	643
3339d9d8f5ff4664bd259572330c5dbf	21.0	13.0	54.56	2.55	1.857699165762904	3	0.0	13.0	0.0	128.30769230769232	2.0	2.0	2.0	2.0	0.0	0.0	1360
333ae65399aa492792fe00d795f2230d	4.0	1.0	7.279999999999999	1.97	1.0163070402196375	1	0.0	0.0	2.0	0.0	3.0	3.0	3.0	1.0	1.0	1.0	164
333cf5c11c9744eab6382fd046bb1453	1.0	0.0	7.57	7.57		0	0.0	0.0	0.0		3.0	3.0	3.0	0.0	3.0	0.0	340
3347e14dfe1f4526b14f3f849b2fc669	5.0	0.0	134.82	26.46	3.4057935932760213	0	0.0	0.0	0.0		4.0	4.0	4.0	3.0	1.0	0.0	61
3347e6cc276f45d6b7a3b18e955f7bb9	9.0	3.0	169.67000000000002	17.99	5.390226752599974	3	0.0	2.0	1.0	32.0							548
334a43e0c6614e79958061ff36a566ad	5.0	0.0	12.67	0.63	3.1572345494118745	0	0.0	0.0	0.0		3.0	1.0	3.0	3.0	0.0	0.0	319
334cc7c1d8304406a35bed523963f136	5.0	0.0	18.75	4.02	1.4202464574854605	0	0.0	0.0	0.0		3.0	2.0	3.0	1.0	2.0	0.0	341
3355c0c60b6d4ba4bf31d83f47af9dab	12.0	9.0	154.88	12.879999999999999	5.940546857798275	5	8.0	0.0	1.0	64.66666666666667	1.0	1.0	1.0	1.0	0.0	0.0	157
336120016f7a436fae04b6859f991d38	6.0	0.0	23.73	3.4450000000000003	1.87164900555633	0	0.0	0.0	0.0		2.0	1.0	2.0	2.0	0.0	0.0	306
336b4fbe09bd4d74bf0ecd376b53d4d9	8.0	2.0	98.75	11.585	4.179305948873056	2	0.0	1.0	1.0	18.0	2.0	2.0	2.0	0.0	0.0	2.0	728
336c749589434bbbb8b5849004eadaaf	11.0	5.0	148.74	13.18	5.095693904036659	4	1.0	4.0	0.0	82.8							735
337013cf783b4d13965c36a1053a3be9	5.0	0.0	98.28999999999999	20.36	8.951947832734504	0	0.0	0.0	0.0		2.0	2.0	2.0	1.0	0.0	1.0	902
3371649d9e1743acb1b060c6a7c24de1	4.0	0.0	80.71000000000001	19.47	3.185920850659455	0	0.0	0.0	0.0		1.0	1.0	1.0	0.0	0.0	1.0	297
33785f9c9aa74a629b20b21a524a2984	14.0	0.0	31.16	0.99	2.565626971763775	0	0.0	0.0	0.0		3.0	3.0	3.0	1.0	2.0	0.0	1083
3381f8550e8944c89cdadf97a3461823	5.0	4.0	77.87	14.99	6.509522255895589	4	1.0	3.0	0.0	67.5	1.0	1.0	1.0	1.0	0.0	0.0	483
33834c812b4e47e4955093ad03f6117a	8.0	3.0	92.5	10.685	3.918264010648448	3	2.0	0.0	1.0	16.0							396
338c28f32c5944a99a0529be26d145dd	7.0	4.0	118.18	16.9	4.615180438096703	3	1.0	3.0	0.0	61.5	1.0	1.0	1.0	0.0	1.0	0.0	728
338cc645ee5e42a5b61b78ab018f0445	19.0	3.0	349.07	17.5	5.7582024384036234	3	3.0	0.0	0.0	4.0							641
33927699ba914e78a5dbd4ac3965fc01	15.0	3.0	59.099999999999994	3.58	3.3876645980042692	1	0.0	3.0	0.0	66.0							961
3396faea6acd42538d1ab5f76ba1a942	7.0	4.0	152.15	20.82	6.720255097198958	4	2.0	2.0	0.0	57.0	1.0	1.0	1.0	0.0	0.0	1.0	1247
339ce280165b40cb856d943db119499a	1.0	0.0	25.0	25.0		0	0.0	0.0	0.0		4.0	2.0	4.0	2.0	2.0	0.0	27
33a250936721451c90b4280f3bcf7cd4	12.0	3.0	142.25	4.71	23.036639533339297	2	0.0	2.0	3.0	50.0	1.0	1.0	1.0	1.0	0.0	0.0	1441
33a640f69ca54196b956726fb42c7477	6.0	2.0	832.78	27.33	274.08494498360665	2	0.0	2.0	0.0	75.0	2.0	2.0	2.0	1.0	1.0	0.0	167
33abc51707a648e5901b6d519ad07b36	4.0	2.0	44.32	11.685	4.424138334184409	2	1.0	1.0	0.0	33.0							281
33b3748d50284c35a2060f56bcc62307	6.0	1.0	116.12	20.53	8.786067759052777	1	1.0	0.0	0.0	12.0	1.0	1.0	1.0	0.0	0.0	1.0	423
33b72f542d964a07b287e69d33eb380f	8.0	5.0	245.9	24.09	8.09121608769521	4	1.0	3.0	3.0	43.2	1.0	1.0	1.0	0.0	0.0	1.0	857
33b819edf834414bb9097a9b33004389	3.0	0.0	5.71	1.55	1.1225120637807566	0	0.0	0.0	0.0		2.0	2.0	2.0	1.0	1.0	0.0	37
33b8b0d84d9f4717bdc26785c7779552	5.0	1.0	92.3	18.02	5.127606654180876	1	1.0	0.0	0.0	18.0							892
33b98f82f88d4775ad8abc05cbeb7c8b	8.0	8.0	62.870000000000005	6.79	2.636456481297914	2	7.0	0.0	2.0	76.5	2.0	2.0	2.0	1.0	0.0	1.0	784
33bc805e7baf4d3098211b05621d3022	8.0	1.0	74.93	2.87	20.3282730188418	1	0.0	1.0	0.0	174.0	3.0	3.0	3.0	1.0	1.0	1.0	592
33bdcb9aa1fe4ed4a181b9e028ef1245	14.0	4.0	259.81	19.25	5.124122707008833	4	2.0	2.0	0.0	58.5	2.0	2.0	2.0	0.0	2.0	0.0	991
33be916683434fa3b66027d490a33e2c	13.0	3.0	200.46	13.23	5.326690654931384	3	1.0	1.0	1.0	22.0	2.0	1.0	2.0	2.0	0.0	0.0	456
33c0f47831494a07880bfa248b9c0680	4.0	0.0	79.11	20.799999999999997	7.572236019389077	0	0.0	0.0	0.0		5.0	4.0	5.0	3.0	1.0	1.0	343
33ca79edeaf946929d96acd1d4c1d4eb	9.0	3.0	28.869999999999997	2.95	2.1713439258773453	2	0.0	2.0	2.0	64.0	1.0	1.0	1.0	1.0	0.0	0.0	184
33cb21065cc5451ab45154d31e88178b	3.0	2.0	57.150000000000006	14.73	7.48245948869755	2	1.0	1.0	0.0	66.0	2.0	2.0	2.0	0.0	0.0	2.0	188
33cc2d9ac6d544b6a3dc2cc2a9eae11a	11.0	5.0	187.79	14.07	6.3610410775079576	4	2.0	2.0	3.0	13.2							688
33ccbda880444190b6f69186eb5ac8cb	17.0	4.0	211.69	11.0	6.025813562081664	4	2.0	1.0	2.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	900
33d7ceb44c7d41b59eb7b3387deb2c90	8.0	0.0	210.32	26.450000000000003	6.269242378469668	0	0.0	0.0	0.0		3.0	3.0	3.0	1.0	2.0	0.0	811
33d7d058b31f473ea2e2a1b53971ee8a	12.0	6.0	163.0	3.225	36.727780502040424	2	2.0	4.0	0.0	56.0							1600
33d933f005aa41a39673220662db5294	10.0	0.0	37.06	2.56	2.9782440762599993	0	0.0	0.0	0.0		1.0	1.0	1.0	1.0	0.0	0.0	1101
33e0c7e2ff0743d99192c9b2fce01f6b	10.0	1.0	157.29	15.41	3.1961589794974565	1	0.0	1.0	0.0	48.0	2.0	2.0	2.0	1.0	1.0	0.0	241
33e4e9352ea04b559e0d0a210642ecb3	20.0	9.0	75.48	2.915	2.969695004718941	2	4.0	5.0	0.0	63.333333333333336	1.0	1.0	1.0	0.0	1.0	0.0	667
33e69e3b0e7e46299c2d1547e181786c	8.0	0.0	13.93	1.76	1.5731627606285916	0	0.0	0.0	0.0		3.0	3.0	3.0	1.0	2.0	0.0	213
33f120eee1ab4a989cb5ad82c0f428a8	9.0	2.0	190.1	19.98	4.864709081172731	2	1.0	0.0	1.0	36.0							698
33f539b4b48e4122b8167955dac0a21f	5.0	0.0	13.53	2.48	1.648660061989736	0	0.0	0.0	0.0		3.0	3.0	3.0	1.0	2.0	0.0	214
33f94bb3043b445aaf283946b4b5f3a1	8.0	1.0	72.72	7.5	3.6246655018084084	1	0.0	1.0	0.0	18.0	1.0	1.0	1.0	1.0	0.0	0.0	301
33fe336e26ed40c38b69e0c59618820f	10.0	4.0	26.43	2.075	2.0773436563714407	1	0.0	4.0	0.0	90.0	1.0	1.0	1.0	1.0	0.0	0.0	214
33fff31f688f4b659363124031780d4b	2.0	0.0	3.66	1.83	2.4465894629054543	0	0.0	0.0	0.0		5.0	2.0	5.0	5.0	0.0	0.0	85
34033b32f2124d099cf8e1bd8cfe28d1	13.0	4.0	256.39	15.68	3.9036941403209946	4	1.0	1.0	6.0	9.0							601
34033bd14aa2441f944909a4906c23c5	4.0	0.0	82.06	17.509999999999998	6.78532976354134	0	0.0	0.0	0.0								605
3403ae9e2e7943a6a4cf242471c66e6f	9.0	2.0	179.82	21.03	4.612222891404968	2	1.0	1.0	0.0	33.0	2.0	2.0	2.0	1.0	1.0	0.0	288
34064317a1c84e2f8872964d1d5a2a59	8.0	1.0	182.4	23.305	5.2215241343609895	1	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	835
3407ea7b3da64a98848f6c2fadfc0c69	13.0	7.0	19.48	1.3900000000000001	1.0458238072913792	1	0.0	7.0	0.0	222.0	1.0	1.0	1.0	1.0	0.0	0.0	797
3408fd05c781401f8442fb6dbaaea9c7	12.0	2.0	138.05	11.27	4.564713390053457	2	1.0	1.0	0.0	15.0							541
341276cb09ac42ad8473be091b52b082	5.0	2.0	161.85	22.38	4.549594958423693	2	0.0	1.0	3.0	42.0	1.0	1.0	1.0	1.0	0.0	0.0	222
34133498709c4f2b95af0cc334171602	7.0	0.0	171.61	24.39	7.710518480497614	0	0.0	0.0	0.0		1.0	1.0	1.0	0.0	1.0	0.0	941
341788ffa12b4673b36e93f92716c016	6.0	1.0	135.77	23.064999999999998	1.9861864632170532	1	0.0	1.0	0.0	0.0							791
341961ce048a4429a5fcf5e746375370	7.0	3.0	70.05000000000001	6.98	2.5101145392192765	2	0.0	2.0	3.0	108.0	3.0	3.0	3.0	1.0	2.0	0.0	302
341d5d291e4d413ebea827b44c57fe4a	5.0	0.0	12.49	2.1	1.9312612459219491	0	0.0	0.0	0.0		5.0	5.0	5.0	3.0	1.0	1.0	970
3423953f128c4cdc84b123eb6f5f4c40	7.0	1.0	84.75999999999999	3.08	24.49930232242776	1	0.0	1.0	0.0	126.0	2.0	2.0	2.0	2.0	0.0	0.0	354
34290ee4c4db45c3bae89de9ad7a4e8b	5.0	2.0	13.110000000000001	2.14	2.801146193971318	2	0.0	0.0	2.0	21.0	1.0	1.0	1.0	0.0	0.0	1.0	105
34302ff0fcf8450eb335db6e878080db	10.0	2.0	24.61	1.12	2.319996081501393	2	1.0	0.0	2.0	30.0	3.0	2.0	3.0	2.0	0.0	1.0	821
3431e2d3d22e4bb2816244a7ac7c4721	4.0	1.0	52.66	14.575	4.36813079779746	1	0.0	0.0	1.0	6.0	3.0	3.0	3.0	2.0	1.0	0.0	308
343543ae92b8457d924cd7a8eaa7a955	8.0	0.0	25.02	3.4450000000000003	1.0488463049601555	0	0.0	0.0	0.0		3.0	3.0	3.0	2.0	1.0	0.0	950
343a60997ee54bd58cc3601ddcb053ea	7.0	1.0	138.51999999999998	7.02	37.19062625114534	1	0.0	1.0	0.0	24.0	2.0	2.0	2.0	1.0	1.0	0.0	310
343e4bfac5aa46ad92d6d02b874a879d	4.0	3.0	94.92	22.825	5.6581445722073935	3	2.0	1.0	0.0	84.0	2.0	2.0	2.0	1.0	0.0	1.0	152
3446d272fcef4bd28e88300d1163840a	10.0	5.0	201.45	17.96	4.378185178192609	4	1.0	3.0	2.0	73.2							1004
3451f04e7ee5436597ed24c765333699	7.0	1.0	41.67	3.79	2.3886240809302746	1	0.0	0.0	3.0	0.0							1244
345b2431ce28457b97e7492506803d2e	4.0	2.0	42.38	8.895	6.728281107880873	2	1.0	0.0	1.0	45.0	3.0	3.0	3.0	1.0	1.0	1.0	265
345f9431137a49b3963221a55567c4a8	6.0	2.0	125.92999999999999	20.255	4.311386861169694	2	2.0	0.0	0.0	12.0	2.0	1.0	2.0	0.0	2.0	0.0	478
346ca0b690b44443a4fc2bd747964066	6.0	2.0	139.92	20.685000000000002	9.166366782973503	2	0.0	2.0	0.0	33.0							840
346f86f3e8fd439a83e741e67e3fb74d	4.0	0.0	88.99	23.009999999999998	2.497176739172994	0	0.0	0.0	0.0		3.0	3.0	3.0	2.0	1.0	0.0	475
3478c81d15234db3b702cefcf7c4afbe	9.0	3.0	186.17000000000002	17.855	5.691424445797574	3	0.0	2.0	2.0	18.0	1.0	1.0	1.0	1.0	0.0	0.0	520
3479b8d7e29a48409a04db7318a065f3	8.0	1.0	33.76	3.39	2.0277292992683003	1	0.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	971
347a75e83b70480ba7b53c7f737ebb4a	15.0	6.0	182.09	11.61	4.137296333643621	5	2.0	3.0	1.0	44.0	1.0	1.0	1.0	0.0	0.0	1.0	945
347b0731981245c681867568552acf2c	6.0	0.0	20.880000000000003	2.51	3.3921733446273055	0	0.0	0.0	0.0		1.0	1.0	1.0	0.0	1.0	0.0	572
347f24ff65324864b9f9ab3e3adc3b5c	5.0	2.0	51.58	9.22	4.160328112060394	2	0.0	0.0	2.0	36.0	2.0	2.0	2.0	1.0	1.0	0.0	238
3488368c95a74463918eff304275d3ca	4.0	1.0	18.69	2.65	2.1387893771944912	1	0.0	0.0	2.0	42.0	2.0	2.0	2.0	1.0	0.0	1.0	677
348bdc19d65f49b8b98f72c59e64cd89	10.0	5.0	184.96	19.685000000000002	6.683583868953342	5	1.0	2.0	2.0	60.0							261
348ebeefcf1d407fa9c00ff05255963b	4.0	3.0	101.51	23.299999999999997	6.5721958532391085	3	0.0	3.0	0.0	18.0	1.0	1.0	1.0	0.0	0.0	1.0	654
3491cc10ee534ae49555eb277bc5df1c	3.0	0.0	6.54	0.77	2.511792188856395	0	0.0	0.0	0.0		2.0	2.0	2.0	0.0	1.0	1.0	256
3494b039530c491a9dba3d132aa4bbec	9.0	4.0	236.4	24.240000000000002	6.393642675866916	4	1.0	1.0	3.0	4.5							838
34962645e76943bab69e9aa8c335e574	10.0	2.0	378.47999999999996	7.529999999999999	95.71689735882583	2	0.0	2.0	0.0	36.0	1.0	1.0	1.0	0.0	0.0	1.0	227
3497bd1dd534441bb31d5f8949fde980	8.0	1.0	19.63	2.2249999999999996	1.2195190796843998	1	0.0	0.0	1.0	18.0	4.0	4.0	4.0	3.0	1.0	0.0	361
349c817d5ca24c72953948c5180cd3d3	8.0	0.0	16.05	1.7550000000000001	1.2410702466592523	0	0.0	0.0	0.0		3.0	3.0	3.0	2.0	0.0	1.0	1032
34a1ee1454ef46d0b02567e8bb5f65a7	13.0	4.0	148.99	8.85	6.574394093169932	2	2.0	2.0	0.0	72.0							404
34ac11b8099c4b248979bae48616b3c2	23.0	12.0	264.43	10.37	5.062115471171935	5	1.0	10.0	1.0	108.0							415
34b216d046e74a53adf47e99b819c882	10.0	1.0	262.83	27.28	6.999220670903296	1	0.0	0.0	1.0	42.0	2.0	2.0	2.0	1.0	0.0	1.0	1088
34b8b6c78bd042538c9ce74b7d8e40ca	8.0	2.0	139.24	15.34	7.671718004649097	2	1.0	1.0	0.0	12.0	2.0	2.0	2.0	2.0	0.0	0.0	16
34bd116837b644fc942370d742b677e1	6.0	1.0	11.59	0.77	2.2290573493444863	1	0.0	0.0	1.0	12.0	2.0	2.0	2.0	0.0	1.0	1.0	147
34bdd53626264062ad7789ca342122a1	8.0	3.0	228.86	30.16	8.273956990806411	3	3.0	0.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	0.0	442
34c0f36f5f504ead86c1378c7d41d8f6	2.0	0.0	6.62	3.31	0.537401153701776	0	0.0	0.0	0.0		4.0	3.0	4.0	0.0	3.0	1.0	293
34c439da06614b38aaf261fc448d5c28	19.0	5.0	68.74	2.7199999999999998	2.9035965800047365	2	0.0	5.0	0.0	73.2	3.0	2.0	3.0	3.0	0.0	0.0	1437
34c9104c14094b4bae602630e09021cf	15.0	5.0	42.93	2.59	2.135008196705577	2	3.0	2.0	0.0	68.4	3.0	2.0	3.0	2.0	1.0	0.0	656
34d70d84fd3b4fa19a10e0d21836ee08	8.0	3.0	114.07	14.835	3.5289838177178257	3	0.0	3.0	0.0	56.0	1.0	1.0	1.0	1.0	0.0	0.0	1515
34e19e3dc5ea431a810374298da4d28b	6.0	4.0	28.52	3.32	5.1259717777867895	2	4.0	0.0	0.0	66.0	2.0	2.0	2.0	1.0	1.0	0.0	245
34e4608290b94a0d9da68bd262f2ad3a	4.0	2.0	67.03	18.275	5.784976951841151	2	0.0	0.0	2.0	42.0							10
34f4506ab17044b19e562b8d3381e19b	2.0	1.0	62.01	31.005	14.743176387739517	1	1.0	0.0	0.0	6.0							246
34f83b5c0b134f59bdbd1871c960a8ab	13.0	4.0	28.06	2.22	1.2946675644983552	1	0.0	4.0	0.0	78.0	3.0	3.0	3.0	1.0	1.0	1.0	1483
34f8936517d14baa92a4fb3af6c1e705	11.0	4.0	113.92999999999999	8.97	4.962283931636905	2	2.0	2.0	0.0	42.0							9
34fd8ac2a1414a1eace74ed3245517fe	24.0	11.0	69.67	2.21	3.0772806730260576	2	11.0	0.0	0.0	115.0909090909091	2.0	2.0	2.0	2.0	0.0	0.0	1071
34fe7c1f20874ccc81e2c4506407fa72	7.0	0.0	17.939999999999998	1.21	2.612404475355442	0	0.0	0.0	0.0		3.0	3.0	3.0	1.0	2.0	0.0	100
35021cb17d1f4f23963dfeb34d32261e	14.0	1.0	24.01	1.02	1.362093823249094	1	0.0	0.0	3.0	6.0	4.0	3.0	4.0	4.0	0.0	0.0	352
35047ada557b416395fdb9e342c97c6f	9.0	2.0	26.08	2.55	2.0488214769580204	1	0.0	2.0	0.0	144.0	4.0	3.0	4.0	4.0	0.0	0.0	119
3504fbcd34474688ac705a18dbf6f9f9	6.0	0.0	14.3	2.405	1.093794618137549	0	0.0	0.0	0.0		4.0	3.0	4.0	2.0	2.0	0.0	272
35055ff4289447df8c93739196163b01	12.0	4.0	774.4	20.795	157.73026304038132	4	0.0	3.0	1.0	16.5							82
35075a458f4043c8bdd3dc33c728826b	10.0	1.0	85.16	2.795	18.02630805856325	1	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	575
350805c5003c4cc3b19495c8ae62a21c	4.0	0.0	7.17	1.5350000000000001	0.9896927132532939	0	0.0	0.0	0.0		2.0	1.0	2.0	2.0	0.0	0.0	166
